name,submitted,category,iso,id_no
Shahruhiya,18/01/2008,C,UZ,5287
Abdulkhan Bandi Dam,18/01/2008,C,UZ,5288
Zaamin Mountains,18/01/2008,N,UZ,5289
Arab-Ata Mausoleum,18/01/2008,C,UZ,5290
Historic Center of Qoqon,18/01/2008,C,UZ,5291
Shokhimardon,18/01/2008,N,UZ,5292
Ahsiket,18/01/2008,C,UZ,5293
Ancient Pap,18/01/2008,C,UZ,5294
Gissar Mountains,18/01/2008,N,UZ,5295
Andijon,18/01/2008,C,UZ,5296
Siypantosh Rock Paintings,18/01/2008,C,UZ,5297
Ancient Termiz,18/01/2008,CN,UZ,5298
Zarautsoy Rock Paintings,18/01/2008,C,UZ,5299
Boysun,18/01/2008,CN,UZ,5300
Poykent,18/01/2008,C,UZ,5301
Varakhsha,18/01/2008,C,UZ,5302
Chashma-Ayub Mausoleum,18/01/2008,C,UZ,5304
Chor-Bakr,18/01/2008,C,UZ,5305
Bahoutdin Architectural Complex,18/01/2008,C,UZ,5306
Sarmishsay,18/01/2008,CN,UZ,5307
Rabati Malik Caravanserai,18/01/2008,C,UZ,5308
Mir-Sayid Bakhrom Mausoleum,18/01/2008,C,UZ,5309
Khazarasp,18/01/2008,C,UZ,5310
Desert Castles of Ancient Khorezm,18/01/2008,C,UZ,5311
Minaret in Vobkent,18/01/2008,C,UZ,5312
Complex of Sheikh Mukhtar-Vali (mausoleum),01/06/1996,C,UZ,798
Khanbandi (dam),01/06/1996,C,UZ,809
Ak Astana-baba (mausoleum),01/06/1996,C,UZ,810
The Nowon and Votwos of Ureparapara,05/10/2005,C,VU,2057
"Yalo, Apialo and the sacred geography of Northwest Malakula",01/10/2004,C,VU,1971
The President Coolidge,01/10/2004,C,VU,1972
Vatthe Conservation Area,01/10/2004,N,VU,1973
Lake Letas,01/10/2004,N,VU,1974
Ciudad Bolivar in the narrowness of the Orinoco River,10/03/2003,CN,VE,1804
Hacienda Chuao (Chuao Plantation),16/01/2002,CN,VE,1635
"City of ""La Guaira""",03/06/1999,C,VE,1306
Ba Be - Na Hang Natural Heritage Area,31/05/2017,N,VN,6262
Ha Long Bay – Cat Ba Archipelago,27/01/2017,N,VN,6177
The Complex of Yen Tu Monuments and Landscape,23/09/2014,CN,VN,5940
Cat Tien National Park,21/06/2006,N,VN,5070
Con Moong Cave,21/06/2006,C,VN,5072
The Area of Old Carved Stone in Sapa,15/11/1997,CN,VN,959
Huong Son Complex of Natural Beauty and Historical Monuments,15/07/1991,CN,VN,960
Archaeological site of Marib,08/07/2002,C,YE,1717
Historic city of Saada,08/07/2002,C,YE,1718
The Historic City of Thula,08/07/2002,C,YE,1719
The Madrasa Amiriya of Rada,08/07/2002,C,YE,1720
Jibla and its surroundings,08/07/2002,C,YE,1721
Jabal Haraz,08/07/2002,CN,YE,1722
Jabal Bura,08/07/2002,CN,YE,1723
Balhaf/Burum coastal area,08/07/2002,CN,YE,1724
The Hawf Area,08/07/2002,N,YE,1726
Sharma/Jethmun coastal area,08/07/2002,N,YE,1727
Chirundu Fossil Forest,10/03/2009,N,ZM,5424
Mwela Rock Paintings,10/03/2009,CN,ZM,5425
Kalambo Falls,10/03/2009,CN,ZM,5426
Zambezi Source,10/03/2009,N,ZM,5427
The Barotse Cultural Landscape,10/03/2009,C,ZM,5428
Dag Hammarskjoeld Memorial (Crash site),11/06/1997,C,ZM,867
Kalambo falls archaeological site (prehistoric settlement site),11/06/1997,C,ZM,868
Ziwa National Monument,26/06/1997,C,ZW,903
